polling_firm	variable	value	date	wikidata_id
Euromedia	NCD	3.7	2013-11-29	Q15196039
Ixè	NCD	5.2	2013-11-29	Q15196039
SWG	NCD	5.2	2013-11-29	Q15196039
EMG	NCD	5.3	2013-11-29	Q15196039
Demos&Pi	NCD	5.3	2013-11-29	Q15196039
IPR	NCD	8	2013-11-27	Q15196039
Ipsos	NCD	8	2013-11-26	Q15196039
IPR	NCD	8	2013-11-25	Q15196039
Tecnè	NCD	6.9	2013-11-25	Q15196039
Datamedia	NCD	5.9	2013-11-25	Q15196039
Lorien	NCD	7.5	2013-11-24	Q15196039
EMG	NCD	5.8	2013-11-24	Q15196039
Ixè	NCD	6.2	2013-11-22	Q15196039
SWG	NCD	6	2013-11-22	Q15196039
Piepoli	NCD	6	2013-11-20	Q15196039
Euromedia	NCD	3.6	2013-11-19	Q15196039
Ipsos	NCD	7.8	2013-11-19	Q15196039
Datamedia	NCD	7	2013-11-18	Q15196039
IPR	NCD	9	2013-11-18	Q15196039
ISPO	NCD	10.5	2013-11-18	Q15196039
EMG	NCD	7.1	2013-11-17	Q15196039
Piepoli	M5S	19.5	2014-12-22	Q47817
EMG	M5S	20.2	2014-12-21	Q47817
Demos&Pi	M5S	19.2	2014-12-19	Q47817
Ixè	M5S	18.5	2014-12-18	Q47817
Datamedia	M5S	18.1	2014-12-17	Q47817
SWG	M5S	19.4	2014-12-17	Q47817
Tecnè	M5S	18	2014-12-16	Q47817
Piepoli	M5S	19.5	2014-12-15	Q47817
Euromedia	M5S	19	2014-12-15	Q47817
Lorien	M5S	17.5	2014-12-14	Q47817
EMG	M5S	20	2014-12-14	Q47817
Ixè	M5S	18.6	2014-12-11	Q47817
SWG	M5S	19	2014-12-10	Q47817
Ipsos	M5S	19.3	2014-12-09	Q47817
Datamedia	M5S	18	2014-12-09	Q47817
Piepoli	M5S	19.5	2014-12-09	Q47817
IPR	M5S	16	2014-12-09	Q47817
Quorum	M5S	18.2	2014-12-09	Q47817
Lorien	M5S	18	2014-12-08	Q47817
Euromedia	M5S	18.7	2014-12-07	Q47817
CISE	M5S	18.6	2014-12-07	Q47817
EMG	M5S	19	2014-11-07	Q47817
Ixè	M5S	18.9	2014-12-04	Q47817
SWG	M5S	17.8	2014-12-03	Q47817
Demopolis	M5S	17	2014-12-03	Q47817
Datamedia	M5S	17.2	2014-12-02	Q47817
Lorien	M5S	19	2014-12-01	Q47817
Piepoli	M5S	18.5	2014-12-01	Q47817
EMG	M5S	18.5	2014-11-30	Q47817
ScenariPolitici	M5S	17.5	2014-11-29	Q47817
Ixè	M5S	19.6	2014-11-27	Q47817
SWG	M5S	17.8	2014-11-26	Q47817
Datamedia	M5S	17.5	2014-11-25	Q47817
Piepoli	M5S	19	2014-11-24	Q47817
EMG	M5S	19.6	2014-11-23	Q47817
Ixè	M5S	19.8	2014-11-20	Q47817
SWG	M5S	19.7	2014-11-19	Q47817
Tecnè	M5S	18	2014-11-18	Q47817
IPR	M5S	17.5	2014-11-18	Q47817
Euromedia	M5S	19.5	2014-11-18	Q47817
Datamedia	M5S	18	2014-11-18	Q47817
Piepoli	M5S	20	2014-11-17	Q47817
Lorien	M5S	20.5	2014-11-16	Q47817
EMG	M5S	20.4	2014-11-16	Q47817
Ixè	M5S	20	2014-11-13	Q47817
Demos&Pi	M5S	19.8	2014-11-13	Q47817
Ipsos	M5S	20.8	2014-11-12	Q47817
SWG	M5S	19.2	2014-11-12	Q47817
Datamedia	M5S	19	2014-11-11	Q47817
Ipsos	M5S	20.6	2014-11-10	Q47817
Euromedia	M5S	19.8	2014-11-10	Q47817
Piepoli	M5S	20	2014-11-10	Q47817
Lorien	M5S	21.5	2014-11-10	Q47817
IPR	M5S	17.5	2014-11-10	Q47817
EMG	M5S	20.9	2014-11-09	Q47817
Ixè	M5S	19.9	2014-11-06	Q47817
Ipsos	M5S	20.6	2014-11-05	Q47817
SWG	M5S	19	2014-11-05	Q47817
Datamedia	M5S	18.9	2014-11-04	Q47817
Piepoli	M5S	20.5	2014-11-03	Q47817
Ixè	M5S	20	2014-10-30	Q47817
SWG	M5S	18	2014-10-29	Q47817
IPR	M5S	18	2014-10-28	Q47817
Tecnè	M5S	19	2014-10-27	Q47817
Piepoli	M5S	20.5	2014-10-27	Q47817
Datamedia	M5S	19.5	2014-10-27	Q47817
ScenariPolitici	M5S	19.1	2014-10-25	Q47817
Ixè	M5S	20.3	2014-10-23	Q47817
SWG	M5S	18.5	2014-10-22	Q47817
Euromedia	M5S	20.5	2014-10-20	Q47817
Piepoli	M5S	21	2014-10-20	Q47817
Datamedia	M5S	20.8	2014-10-20	Q47817
Ixè	M5S	20.9	2014-10-16	Q47817
SWG	M5S	19.9	2014-10-15	Q47817
Ipsos	M5S	21.3	2014-10-13	Q47817
Piepoli	M5S	21.5	2014-10-13	Q47817
Datamedia	M5S	20.3	2014-10-13	Q47817
Demos&Pi	M5S	19.6	2014-10-10	Q47817
Ixè	M5S	21.3	2014-10-09	Q47817
SWG	M5S	20.8	2014-10-08	Q47817
Euromedia	M5S	21.9	2014-10-07	Q47817
Piepoli	M5S	21	2014-10-06	Q47817
Datamedia	M5S	19.6	2014-10-06	Q47817
Lorien	M5S	23	2014-10-05	Q47817
Ixè	M5S	20.8	2014-10-02	Q47817
SWG	M5S	19.5	2014-10-01	Q47817
Piepoli	M5S	21	2014-09-29	Q47817
Datamedia	M5S	19.4	2014-09-29	Q47817
Tecnè	M5S	18	2014-09-27	Q47817
Ixè	M5S	20.2	2014-09-26	Q47817
SWG	M5S	21.5	2014-09-24	Q47817
IPR	M5S	20	2014-09-23	Q47817
Piepoli	M5S	21	2014-09-22	Q47817
Datamedia	M5S	19.8	2014-09-22	Q47817
Ixè	M5S	20.5	2014-09-17	Q47817
SWG	M5S	19.9	2014-09-16	Q47817
Piepoli	M5S	21	2014-09-15	Q47817
Ipsos	M5S	20	2014-09-15	Q47817
Datamedia	M5S	21	2014-09-15	Q47817
ScenariPolitici	M5S	20.9	2014-09-14	Q47817
Ixè	M5S	20.1	2014-09-12	Q47817
SWG	M5S	21.7	2014-09-10	Q47817
Demos&Pi	M5S	20	2014-09-10	Q47817
Piepoli	M5S	21.5	2014-09-08	Q47817
Datamedia	M5S	20.6	2014-09-08	Q47817
Ixè	M5S	20.5	2014-09-05	Q47817
SWG	M5S	20.8	2014-09-03	Q47817
Piepoli	M5S	21.5	2014-09-01	Q47817
Datamedia	M5S	21.1	2014-09-01	Q47817
Lorien	M5S	21	2014-08-31	Q47817
Ixè	M5S	20.3	2014-08-29	Q47817
SWG	M5S	21.8	2014-08-28	Q47817
Piepoli	M5S	21.5	2014-08-25	Q47817
Ixè	M5S	20.4	2014-08-22	Q47817
Ixè	M5S	20.4	2014-08-07	Q47817
Piepoli	M5S	21.5	2014-08-04	Q47817
Ixè	M5S	19.7	2014-07-31	Q47817
SWG	M5S	21	2014-07-30	Q47817
Piepoli	M5S	21.5	2014-07-28	Q47817
Ixè	M5S	20.2	2014-07-24	Q47817
SWG	M5S	20.7	2014-07-22	Q47817
Piepoli	M5S	21.5	2014-07-21	Q47817
Euromedia	M5S	22.5	2014-07-19	Q47817
Ixè	M5S	19.3	2014-07-17	Q47817
SWG	M5S	22	2014-07-16	Q47817
Piepoli	M5S	21.5	2014-07-14	Q47817
Demopolis	M5S	19	2014-07-14	Q47817
Euromedia	M5S	23	2014-07-11	Q47817
Ixè	M5S	19.4	2014-07-10	Q47817
SWG	M5S	20	2014-07-09	Q47817
Piepoli	M5S	21.5	2014-07-07	Q47817
Euromedia	M5S	22.5	2014-07-04	Q47817
SWG	M5S	19.7	2014-07-02	Q47817
Piepoli	M5S	21	2014-06-30	Q47817
Lorien	M5S	18	2014-06-30	Q47817
Euromedia	M5S	22.4	2014-06-27	Q47817
Demopolis	M5S	20	2014-06-26	Q47817
SWG	M5S	19	2014-06-24	Q47817
Piepoli	M5S	21.5	2014-06-23	Q47817
Euromedia	M5S	22.2	2014-06-20	Q47817
SWG	M5S	20.6	2014-06-18	Q47817
Demos&Pi	M5S	19.1	2014-06-17	Q47817
Piepoli	M5S	21.5	2014-06-16	Q47817
SWG	M5S	19.3	2014-06-11	Q47817
Piepoli	M5S	21	2014-06-10	Q47817
ScenariPolitici	M5S	20.9	2014-06-08	Q47817
SWG	M5S	17.8	2014-06-05	Q47817
Lorien	M5S	16	2014-06-03	Q47817
Piepoli	M5S	20	2014-05-31	Q47817
Epokè	M5S	23	2014-04-23	Q47817
Ixè	M5S	27	2014-04-23	Q47817
Tecnè	M5S	25	2014-04-22	Q47817
Ixè	M5S	25.3	2014-04-17	Q47817
ScenariPolitici	M5S	27	2014-04-17	Q47817
Tecnè	M5S	24.2	2014-04-15	Q47817
Ixè	M5S	24.9	2014-04-10	Q47817
Demopolis	M5S	23	2014-04-09	Q47817
Tecnè	M5S	23.1	2014-04-08	Q47817
Ixè	M5S	25.5	2014-04-03	Q47817
Demopolis	M5S	22	2014-04-03	Q47817
Tecnè	M5S	22.5	2014-04-01	Q47817
ScenariPolitici	M5S	26.1	2014-03-28	Q47817
Lorien	M5S	22	2014-03-27	Q47817
Ixè	M5S	24.6	2014-03-27	Q47817
IPR	M5S	21.5	2014-03-26	Q47817
Piepoli	M5S	19.5	2014-03-26	Q47817
Euromedia	M5S	20.5	2014-03-26	Q47817
Tecnè	M5S	21.4	2014-03-25	Q47817
Ipsos	M5S	20.2	2014-03-25	Q47817
SWG	M5S	20.4	2014-03-21	Q47817
Ixè	M5S	22.4	2014-03-19	Q47817
Tecnè	M5S	20.5	2014-03-18	Q47817
Ipsos	M5S	20	2014-03-18	Q47817
IPR	M5S	21.5	2014-03-17	Q47817
Datamedia	M5S	22.8	2014-03-17	Q47817
EMG	M5S	22.1	2014-03-16	Q47817
SWG	M5S	18.9	2014-03-14	Q47817
Ixè	M5S	21.9	2014-03-13	Q47817
Tecnè	M5S	21.1	2014-03-11	Q47817
Ipsos	M5S	20.8	2014-03-11	Q47817
Euromedia	M5S	20.5	2014-03-11	Q47817
IPR	M5S	22	2014-03-10	Q47817
Datamedia	M5S	22.5	2014-03-10	Q47817
EMG	M5S	23.8	2014-03-09	Q47817
SWG	M5S	22	2014-03-07	Q47817
Piepoli	M5S	17.5	2014-03-06	Q47817
Ixè	M5S	21	2014-03-05	Q47817
Tecnè	M5S	21.7	2014-03-04	Q47817
Ipsos	M5S	20.6	2014-03-04	Q47817
IPR	M5S	23	2014-03-03	Q47817
Euromedia	M5S	22.5	2014-03-03	Q47817
Datamedia	M5S	22.3	2014-03-03	Q47817
EMG	M5S	23.1	2014-03-02	Q47817
ScenariPolitici	M5S	25.4	2014-02-28	Q47817
Demos&Pi	M5S	21.3	2014-02-28	Q47817
SWG	M5S	21.7	2014-02-28	Q47817
IPR	M5S	23.2	2014-02-28	Q47817
Piepoli	M5S	18.5	2014-02-27	Q47817
Tecnè	M5S	23.4	2014-02-27	Q47817
Ixè	M5S	21.8	2014-02-27	Q47817
Ipsos	M5S	21.1	2014-02-25	Q47817
IPR	M5S	23.5	2014-02-25	Q47817
Euromedia	M5S	22.7	2014-02-25	Q47817
Lorien	M5S	22.5	2014-02-25	Q47817
Datamedia	M5S	22.7	2014-02-24	Q47817
EMG	M5S	23.6	2014-02-23	Q47817
IPR	M5S	23.7	2014-02-21	Q47817
Ixè	M5S	23.7	2014-02-21	Q47817
SWG	M5S	23.8	2014-02-21	Q47817
Tecnè	M5S	24.6	2014-02-20	Q47817
Euromedia	M5S	22	2014-02-18	Q47817
Demopolis	M5S	23	2014-02-18	Q47817
IPR	M5S	23	2014-02-17	Q47817
Datamedia	M5S	22.1	2014-02-17	Q47817
Ipsos	M5S	21.2	2014-02-16	Q47817
EMG	M5S	23.7	2014-02-16	Q47817
SWG	M5S	24.5	2014-02-14	Q47817
Ixè	M5S	22.4	2014-02-14	Q47817
IPR	M5S	23.5	2014-02-14	Q47817
Tecnè	M5S	21.6	2014-02-13	Q47817
ISPO	M5S	21.7	2014-02-12	Q47817
Ipsos	M5S	21.4	2014-02-11	Q47817
IPR	M5S	22.5	2014-02-10	Q47817
Datamedia	M5S	21.3	2014-02-10	Q47817
EMG	M5S	24	2014-02-09	Q47817
Lorien	M5S	21	2014-02-09	Q47817
IPR	M5S	22.5	2014-02-08	Q47817
SWG	M5S	21.5	2014-02-07	Q47817
Ixè	M5S	22.8	2014-02-07	Q47817
Piepoli	M5S	18.5	2014-02-06	Q47817
Tecnè	M5S	20.5	2014-02-06	Q47817
Ipsos	M5S	21	2014-02-04	Q47817
Demopolis	M5S	22	2014-02-04	Q47817
IPR	M5S	22	2014-02-03	Q47817
Euromedia	M5S	22.3	2014-02-03	Q47817
Datamedia	M5S	21	2014-02-03	Q47817
EMG	M5S	24.1	2014-02-02	Q47817
Ixè	M5S	21.1	2014-01-31	Q47817
SWG	M5S	21.9	2014-01-31	Q47817
Tecnè	M5S	20.9	2014-01-30	Q47817
Euromedia	M5S	22.1	2014-01-29	Q47817
Ipsos	M5S	20.7	2014-01-28	Q47817
ISPO	M5S	21.2	2014-01-28	Q47817
Datamedia	M5S	20	2014-01-27	Q47817
EMG	M5S	23.6	2014-01-26	Q47817
IPR	M5S	21	2014-01-24	Q47817
SWG	M5S	21.1	2014-01-24	Q47817
Ixè	M5S	21.8	2014-01-24	Q47817
ScenariPolitici	M5S	24.6	2014-01-24	Q47817
Tecnè	M5S	22	2014-01-23	Q47817
Ipsos	M5S	20.8	2014-01-21	Q47817
Euromedia	M5S	21.8	2014-01-21	Q47817
Demos&Pi	M5S	21.2	2014-01-20	Q47817
IPR	M5S	21	2014-01-20	Q47817
Datamedia	M5S	19.3	2014-01-20	Q47817
Lorien	M5S	19.5	2014-01-19	Q47817
SWG	M5S	19.9	2014-01-17	Q47817
Ixè	M5S	22.3	2014-01-17	Q47817
Tecnè	M5S	21.2	2014-01-16	Q47817
Demos&Pi	M5S	21.2	2014-01-15	Q47817
Ipsos	M5S	20.7	2014-01-14	Q47817
IPR	M5S	21.5	2014-01-14	Q47817
Datamedia	M5S	19.4	2014-01-13	Q47817
Euromedia	M5S	21.4	2014-01-10	Q47817
Ixè	M5S	22.1	2014-01-10	Q47817
SWG	M5S	20	2014-01-10	Q47817
Tecnè	M5S	20.6	2014-01-09	Q47817
Ipsos	M5S	21.2	2014-01-07	Q47817
Piepoli	PD	36.5	2014-12-22	Q47729
EMG	PD	36.4	2014-12-21	Q47729
Demos&Pi	PD	37	2014-12-19	Q47729
Ixè	PD	37.5	2014-12-18	Q47729
Datamedia	PD	36.8	2014-12-17	Q47729
SWG	PD	37	2014-12-17	Q47729
Tecnè	PD	37	2014-12-16	Q47729
Piepoli	PD	37	2014-12-15	Q47729
Euromedia	PD	36.8	2014-12-15	Q47729
Lorien	PD	38.5	2014-12-14	Q47729
EMG	PD	36.1	2014-12-14	Q47729
Ixè	PD	38.1	2014-12-11	Q47729
SWG	PD	37.3	2014-12-10	Q47729
Ipsos	PD	35.1	2014-12-09	Q47729
Datamedia	PD	37	2014-12-09	Q47729
Piepoli	PD	38	2014-12-09	Q47729
IPR	PD	38	2014-12-09	Q47729
Quorum	PD	34.9	2014-12-09	Q47729
Lorien	PD	39	2014-12-08	Q47729
Euromedia	PD	37.2	2014-12-07	Q47729
CISE	PD	39.3	2014-12-07	Q47729
EMG	PD	36.4	2014-11-07	Q47729
Ixè	PD	38.4	2014-12-04	Q47729
SWG	PD	38.6	2014-12-03	Q47729
Demopolis	PD	38	2014-12-03	Q47729
Datamedia	PD	37.5	2014-12-02	Q47729
Lorien	PD	38.5	2014-12-01	Q47729
Piepoli	PD	39.5	2014-12-01	Q47729
EMG	PD	36.5	2014-11-30	Q47729
ScenariPolitici	PD	37.4	2014-11-29	Q47729
Ixè	PD	38	2014-11-27	Q47729
SWG	PD	38.5	2014-11-26	Q47729
Datamedia	PD	38	2014-11-25	Q47729
Piepoli	PD	40	2014-11-24	Q47729
EMG	PD	37.9	2014-11-23	Q47729
Ixè	PD	38.2	2014-11-20	Q47729
SWG	PD	39	2014-11-19	Q47729
Tecnè	PD	38	2014-11-18	Q47729
IPR	PD	40	2014-11-18	Q47729
Euromedia	PD	37.5	2014-11-18	Q47729
Datamedia	PD	38	2014-11-18	Q47729
Piepoli	PD	39.5	2014-11-17	Q47729
Lorien	PD	36.5	2014-11-16	Q47729
EMG	PD	39.8	2014-11-16	Q47729
Ixè	PD	38.5	2014-11-13	Q47729
Demos&Pi	PD	36.3	2014-11-13	Q47729
Ipsos	PD	38.3	2014-11-12	Q47729
SWG	PD	39.9	2014-11-12	Q47729
Datamedia	PD	39.7	2014-11-11	Q47729
Ipsos	PD	38.6	2014-11-10	Q47729
Euromedia	PD	38.1	2014-11-10	Q47729
Piepoli	PD	40.5	2014-11-10	Q47729
Lorien	PD	37	2014-11-10	Q47729
IPR	PD	40.5	2014-11-10	Q47729
EMG	PD	40.7	2014-11-09	Q47729
Ixè	PD	38.9	2014-11-06	Q47729
Ipsos	PD	38.6	2014-11-05	Q47729
SWG	PD	40.1	2014-11-05	Q47729
Datamedia	PD	40	2014-11-04	Q47729
Piepoli	PD	40	2014-11-03	Q47729
Ixè	PD	39	2014-10-30	Q47729
SWG	PD	41.5	2014-10-29	Q47729
IPR	PD	39.5	2014-10-28	Q47729
Tecnè	PD	39	2014-10-27	Q47729
Piepoli	PD	40.5	2014-10-27	Q47729
Datamedia	PD	40.6	2014-10-27	Q47729
ScenariPolitici	PD	38.9	2014-10-25	Q47729
Ixè	PD	39.7	2014-10-23	Q47729
SWG	PD	40.6	2014-10-22	Q47729
Euromedia	PD	38	2014-10-20	Q47729
Piepoli	PD	41	2014-10-20	Q47729
Datamedia	PD	41	2014-10-20	Q47729
Ixè	PD	39.9	2014-10-16	Q47729
SWG	PD	39.6	2014-10-15	Q47729
Ipsos	PD	39.8	2014-10-13	Q47729
Piepoli	PD	40.5	2014-10-13	Q47729
Datamedia	PD	40	2014-10-13	Q47729
Demos&Pi	PD	41.2	2014-10-10	Q47729
Ixè	PD	39.9	2014-10-09	Q47729
SWG	PD	38.4	2014-10-08	Q47729
Euromedia	PD	37.5	2014-10-07	Q47729
Piepoli	PD	41	2014-10-06	Q47729
Datamedia	PD	40.4	2014-10-06	Q47729
Lorien	PD	38	2014-10-05	Q47729
Ixè	PD	40.2	2014-10-02	Q47729
SWG	PD	37.6	2014-10-01	Q47729
Piepoli	PD	40.5	2014-09-29	Q47729
Datamedia	PD	40.2	2014-09-29	Q47729
Tecnè	PD	41	2014-09-27	Q47729
Ixè	PD	40.5	2014-09-26	Q47729
SWG	PD	37.6	2014-09-24	Q47729
IPR	PD	39.5	2014-09-23	Q47729
Piepoli	PD	40	2014-09-22	Q47729
Datamedia	PD	38	2014-09-22	Q47729
Ixè	PD	40.4	2014-09-17	Q47729
SWG	PD	37	2014-09-16	Q47729
Piepoli	PD	40.5	2014-09-15	Q47729
Ipsos	PD	41	2014-09-15	Q47729
Datamedia	PD	38	2014-09-15	Q47729
ScenariPolitici	PD	36.8	2014-09-14	Q47729
Ixè	PD	41.5	2014-09-12	Q47729
SWG	PD	37.7	2014-09-10	Q47729
Demos&Pi	PD	41.1	2014-09-10	Q47729
Piepoli	PD	40.5	2014-09-08	Q47729
Datamedia	PD	39	2014-09-08	Q47729
Ixè	PD	41.9	2014-09-05	Q47729
SWG	PD	37.9	2014-09-03	Q47729
Piepoli	PD	40.5	2014-09-01	Q47729
Datamedia	PD	39.2	2014-09-01	Q47729
Lorien	PD	40	2014-08-31	Q47729
Ixè	PD	42.3	2014-08-29	Q47729
SWG	PD	39.7	2014-08-28	Q47729
Piepoli	PD	40	2014-08-25	Q47729
Ixè	PD	42	2014-08-22	Q47729
Ixè	PD	41.9	2014-08-07	Q47729
Piepoli	PD	40.5	2014-08-04	Q47729
Ixè	PD	42.7	2014-07-31	Q47729
SWG	PD	39.5	2014-07-30	Q47729
Piepoli	PD	41	2014-07-28	Q47729
Ixè	PD	42.5	2014-07-24	Q47729
SWG	PD	38.9	2014-07-22	Q47729
Piepoli	PD	41.5	2014-07-21	Q47729
Euromedia	PD	39.3	2014-07-19	Q47729
Ixè	PD	43.1	2014-07-17	Q47729
SWG	PD	39	2014-07-16	Q47729
Piepoli	PD	41.5	2014-07-14	Q47729
Demopolis	PD	44	2014-07-14	Q47729
Euromedia	PD	39.6	2014-07-11	Q47729
Ixè	PD	43.4	2014-07-10	Q47729
SWG	PD	41	2014-07-09	Q47729
Piepoli	PD	41.5	2014-07-07	Q47729
Euromedia	PD	41	2014-07-04	Q47729
SWG	PD	41.8	2014-07-02	Q47729
Piepoli	PD	41.5	2014-06-30	Q47729
Lorien	PD	45	2014-06-30	Q47729
Euromedia	PD	41.2	2014-06-27	Q47729
Demopolis	PD	43	2014-06-26	Q47729
SWG	PD	42.6	2014-06-24	Q47729
Piepoli	PD	41.5	2014-06-23	Q47729
Euromedia	PD	40.8	2014-06-20	Q47729
SWG	PD	41	2014-06-18	Q47729
Demos&Pi	PD	45.2	2014-06-17	Q47729
Piepoli	PD	42	2014-06-16	Q47729
SWG	PD	41.8	2014-06-11	Q47729
Piepoli	PD	42	2014-06-10	Q47729
ScenariPolitici	PD	37.3	2014-06-08	Q47729
SWG	PD	42.1	2014-06-05	Q47729
Lorien	PD	45	2014-06-03	Q47729
Piepoli	PD	42	2014-05-31	Q47729
Epokè	PD	33.1	2014-04-23	Q47729
Ixè	PD	32.9	2014-04-23	Q47729
Tecnè	PD	30.2	2014-04-22	Q47729
Ixè	PD	33.5	2014-04-17	Q47729
ScenariPolitici	PD	28.5	2014-04-17	Q47729
Tecnè	PD	30.5	2014-04-15	Q47729
Ixè	PD	32.9	2014-04-10	Q47729
Demopolis	PD	34	2014-04-09	Q47729
Tecnè	PD	30.9	2014-04-08	Q47729
Ixè	PD	32.8	2014-04-03	Q47729
Demopolis	PD	34	2014-04-03	Q47729
Tecnè	PD	30.5	2014-04-01	Q47729
ScenariPolitici	PD	28.6	2014-03-28	Q47729
Lorien	PD	33	2014-03-27	Q47729
Ixè	PD	31.7	2014-03-27	Q47729
IPR	PD	30.5	2014-03-26	Q47729
Piepoli	PD	34.5	2014-03-26	Q47729
Euromedia	PD	31.2	2014-03-26	Q47729
Tecnè	PD	31.1	2014-03-25	Q47729
Ipsos	PD	34.1	2014-03-25	Q47729
SWG	PD	31.6	2014-03-21	Q47729
Ixè	PD	30.6	2014-03-19	Q47729
Tecnè	PD	31.4	2014-03-18	Q47729
Ipsos	PD	34.3	2014-03-18	Q47729
IPR	PD	30	2014-03-17	Q47729
Datamedia	PD	32.2	2014-03-17	Q47729
EMG	PD	31.9	2014-03-16	Q47729
SWG	PD	32.9	2014-03-14	Q47729
Ixè	PD	31	2014-03-13	Q47729
Tecnè	PD	29.5	2014-03-11	Q47729
Ipsos	PD	34	2014-03-11	Q47729
Euromedia	PD	29.1	2014-03-11	Q47729
IPR	PD	30	2014-03-10	Q47729
Datamedia	PD	31.1	2014-03-10	Q47729
EMG	PD	30.4	2014-03-09	Q47729
SWG	PD	30.3	2014-03-07	Q47729
Piepoli	PD	34.5	2014-03-06	Q47729
Ixè	PD	30.5	2014-03-05	Q47729
Tecnè	PD	28.8	2014-03-04	Q47729
Ipsos	PD	33.6	2014-03-04	Q47729
IPR	PD	29.5	2014-03-03	Q47729
Euromedia	PD	29.1	2014-03-03	Q47729
Datamedia	PD	31.3	2014-03-03	Q47729
EMG	PD	30.6	2014-03-02	Q47729
ScenariPolitici	PD	27.8	2014-02-28	Q47729
Demos&Pi	PD	34.8	2014-02-28	Q47729
SWG	PD	30.7	2014-02-28	Q47729
IPR	PD	29.3	2014-02-28	Q47729
Piepoli	PD	34.5	2014-02-27	Q47729
Tecnè	PD	28.9	2014-02-27	Q47729
Ixè	PD	30.3	2014-02-27	Q47729
Ipsos	PD	33.3	2014-02-25	Q47729
IPR	PD	29.3	2014-02-25	Q47729
Euromedia	PD	29.2	2014-02-25	Q47729
Lorien	PD	31	2014-02-25	Q47729
Datamedia	PD	30	2014-02-24	Q47729
EMG	PD	29.8	2014-02-23	Q47729
IPR	PD	29.5	2014-02-21	Q47729
Ixè	PD	29.4	2014-02-21	Q47729
SWG	PD	29.9	2014-02-21	Q47729
Tecnè	PD	28.7	2014-02-20	Q47729
Euromedia	PD	29.9	2014-02-18	Q47729
Demopolis	PD	30	2014-02-18	Q47729
IPR	PD	29.5	2014-02-17	Q47729
Datamedia	PD	29.8	2014-02-17	Q47729
Ipsos	PD	34	2014-02-16	Q47729
EMG	PD	29.4	2014-02-16	Q47729
SWG	PD	32.2	2014-02-14	Q47729
Ixè	PD	30.5	2014-02-14	Q47729
IPR	PD	29.5	2014-02-14	Q47729
Tecnè	PD	31	2014-02-13	Q47729
ISPO	PD	33.5	2014-02-12	Q47729
Ipsos	PD	33.6	2014-02-11	Q47729
IPR	PD	32	2014-02-10	Q47729
Datamedia	PD	31.8	2014-02-10	Q47729
EMG	PD	29.7	2014-02-09	Q47729
Lorien	PD	31.5	2014-02-09	Q47729
IPR	PD	31	2014-02-08	Q47729
SWG	PD	33.4	2014-02-07	Q47729
Ixè	PD	30.7	2014-02-07	Q47729
Piepoli	PD	33.5	2014-02-06	Q47729
Tecnè	PD	31.2	2014-02-06	Q47729
Ipsos	PD	33.3	2014-02-04	Q47729
Demopolis	PD	32	2014-02-04	Q47729
IPR	PD	31.5	2014-02-03	Q47729
Euromedia	PD	28.7	2014-02-03	Q47729
Datamedia	PD	32	2014-02-03	Q47729
EMG	PD	29	2014-02-02	Q47729
Ixè	PD	31.4	2014-01-31	Q47729
SWG	PD	31.3	2014-01-31	Q47729
Tecnè	PD	31.1	2014-01-30	Q47729
Euromedia	PD	28.5	2014-01-29	Q47729
Ipsos	PD	33.5	2014-01-28	Q47729
ISPO	PD	32.6	2014-01-28	Q47729
Datamedia	PD	32	2014-01-27	Q47729
EMG	PD	29.2	2014-01-26	Q47729
IPR	PD	32.5	2014-01-24	Q47729
SWG	PD	31.9	2014-01-24	Q47729
Ixè	PD	31.1	2014-01-24	Q47729
ScenariPolitici	PD	28	2014-01-24	Q47729
Tecnè	PD	30.5	2014-01-23	Q47729
Ipsos	PD	33.2	2014-01-21	Q47729
Euromedia	PD	29.1	2014-01-21	Q47729
Demos&Pi	PD	34.2	2014-01-20	Q47729
IPR	PD	33	2014-01-20	Q47729
Datamedia	PD	32.3	2014-01-20	Q47729
Lorien	PD	33	2014-01-19	Q47729
SWG	PD	32.4	2014-01-17	Q47729
Ixè	PD	30.4	2014-01-17	Q47729
Tecnè	PD	30.3	2014-01-16	Q47729
Demos&Pi	PD	34.2	2014-01-15	Q47729
Ipsos	PD	33.4	2014-01-14	Q47729
IPR	PD	33.5	2014-01-14	Q47729
Datamedia	PD	32	2014-01-13	Q47729
Euromedia	PD	29.5	2014-01-10	Q47729
Ixè	PD	31.3	2014-01-10	Q47729
SWG	PD	33.9	2014-01-10	Q47729
Tecnè	PD	29.7	2014-01-09	Q47729
Ipsos	PD	33	2014-01-07	Q47729
Piepoli	FI	13	2014-12-22	Q215350-Q14924303
EMG	FI	14.7	2014-12-21	Q215350-Q14924303
Demos&Pi	FI	13.6	2014-12-19	Q215350-Q14924303
Ixè	FI	13.9	2014-12-18	Q215350-Q14924303
Datamedia	FI	13.2	2014-12-17	Q215350-Q14924303
SWG	FI	15.1	2014-12-17	Q215350-Q14924303
Tecnè	FI	15	2014-12-16	Q215350-Q14924303
Piepoli	FI	13	2014-12-15	Q215350-Q14924303
Euromedia	FI	15.5	2014-12-15	Q215350-Q14924303
Lorien	FI	14	2014-12-14	Q215350-Q14924303
EMG	FI	14.1	2014-12-14	Q215350-Q14924303
Ixè	FI	14.1	2014-12-11	Q215350-Q14924303
SWG	FI	14.6	2014-12-10	Q215350-Q14924303
